HS - Class A,Delano HS,6,W,Litchfield/Dassel-Cokato HS,3,L,2015-12-15,Boys,HS,A
HS - Class A,Delano HS,6,W,Hutchinson HS,0,L,2015-12-18,Boys,HS,A
HS - Class A,Delano HS,2,L,Hermantown HS,5,W,2015-12-29,Boys,HS,A
HS - Class A,Delano HS,6,W,Superior HS,1,L,2015-12-30,Boys,HS,A
HS - Class A,Delano HS,2,L,Bemidji HS,6,W,2015-12-31,Boys,HS,A
HS - Class A,Delano HS,3,L,Holy Family Catholic HS,4,W,2016-01-05,Boys,HS,A
HS - Class A,Delano HS,4,W,Waconia HS,2,L,2016-01-07,Boys,HS,A
HS - Class A,Delano HS,6,W,Rochester Lourdes HS,0,L,2016-01-09,Boys,HS,A
HS - Class A,Delano HS,5,W,New Prague HS,1,L,2016-01-12,Boys,HS,A
HS - Class A,Delano HS,6,W,Orono HS,1,L,2016-01-16,Boys,HS,A
HS - Class A,Delano HS,8,W,Mound Westonka HS,0,L,2016-01-19,Boys,HS,A
HS - Class A,Delano HS,7,W,Litchfield/Dassel-Cokato HS,5,L,2016-01-22,Boys,HS,A
HS - Class A,Delano HS,11,W,Hutchinson HS,1,L,2016-01-26,Boys,HS,A
HS - Class A,Delano HS,1,L,Holy Family Catholic HS,4,W,2016-01-28,Boys,HS,A
HS - Class A,Delano HS,7,W,New Prague HS,3,L,2016-02-04,Boys,HS,A
HS - Class A,Delano HS,12,W,Waconia HS,3,L,2016-02-08,Boys,HS,A
HS - Class A,Delano HS,1,L,Orono HS,2,W,2016-02-09,Boys,HS,A
HS - Class A,Delano HS,6,W,Mound Westonka HS,0,L,2016-02-12,Boys,HS,A
HS - Class A,Delano HS,6,W,Minneapolis HS,1,L,2016-02-19,Boys,HS,A
HS - Class A,Delano HS,4,W,Orono HS,0,L,2016-02-23,Boys,HS,A
HS - Class A,Detroit Lakes HS,1,L,Fergus Falls HS,2,W,2015-11-21,Boys,HS,A
HS - Class A,Detroit Lakes HS,2,L,Fargo Davies HS,5,W,2015-11-24,Boys,HS,A
HS - Class A,Detroit Lakes HS,5,W,Northern Lakes HS,3,L,2015-12-01,Boys,HS,A
HS - Class A,Detroit Lakes HS,7,W,Prairie Centre HS,0,L,2015-12-04,Boys,HS,A
HS - Class A,Detroit Lakes HS,6,W,Park Rapids HS,2,L,2015-12-08,Boys,HS,A
HS - Class A,Detroit Lakes HS,5,W,Lake of the Woods HS,0,L,2015-12-11,Boys,HS,A
HS - Class A,Detroit Lakes HS,4,W,St Paul Johnson HS,2,L,2015-12-12,Boys,HS,A
HS - Class A,Detroit Lakes HS,5,W,Wadena-Deer Creek HS,4,L,2015-12-18,Boys,HS,A
HS - Class A,Detroit Lakes HS,2,L,Warroad HS,3,W,2015-12-19,Boys,HS,A
HS - Class A,Detroit Lakes HS,2,TOT,New Ulm HS,2,TOT,2015-12-29,Boys,HS,A
HS - Class A,Detroit Lakes HS,3,W,Fergus Falls HS,0,L,2015-12-30,Boys,HS,A
HS - Class A,Detroit Lakes HS,1,L,East Grand Forks HS,6,W,2016-01-02,Boys,HS,A
HS - Class A,Detroit Lakes HS,2,T,Fargo North HS,2,T,2016-01-07,Boys,HS,A
HS - Class A,Detroit Lakes HS,3,L,Grafton/Park River HS,4,W,2016-01-09,Boys,HS,A
HS - Class A,Detroit Lakes HS,1,L,Grand Forks Central HS,3,W,2016-01-16,Boys,HS,A
HS - Class A,Detroit Lakes HS,4,L,Grand Forks Red River HS,7,W,2016-01-19,Boys,HS,A
HS - Class A,Detroit Lakes HS,10,W,Prairie Centre HS,0,L,2016-01-21,Boys,HS,A
